fault_group,variable,fault_mean,fault_std,fault_min,fault_max,normal_mean,normal_std,mean_shift,mean_shift_sigma,n_outlier_3sigma,pct_outlier_3sigma,n_outlier_iqr,pct_outlier_iqr,pre_cause_mean,post_cause_mean,pre_post_shift,n_fault_samples
probe,Spd_ActPos_C,171.29484022155944,107.06121182522132,0.0,359.876,168.72116332824658,107.05682978057855,2.5736768933128644,0.02404028681388581,0,0.0,0,0.0,156.71441881443297,178.49688160407385,21.782462789640874,2347
probe,Spd_ActSpeed_C,-249427.79526340545,162821.14036375785,-443580.3,53052.512,-134060.24285879757,103872.74249298131,-115367.55240460788,-1.110662428234271,0,0.0,35,3.29,-219159.39731751825,-281635.72162135923,-62476.324303840986,1063
probe,Spd_ActPos_X,140.0448003309432,125.13143569538364,-1.271,612.124,114.79127838152174,129.72166953409723,25.253521949421454,0.19467466029462505,75,4.14,200,11.03,160.29770576339735,115.73639805825245,-44.5613077051449,1813
probe,Spd_ActSpeed_X,-12.788668058455094,6874.535304814375,-36000.0,36000.0,-22.82695921816927,6229.088476080727,10.038291159714177,0.0016115184746950323,57,3.97,563,39.18,-366.12329188481675,388.32225705794946,754.4455489427662,1437
probe,Spd_ActPos_Z,395.36516040548605,68.56252088804396,221.649,495.0,338.29335378866983,97.11137469320344,57.07180661681622,0.587694354003947,0,0.0,0,0.0,401.09745082765335,386.30814153846154,-14.789309289191806,1677
probe,Spd_ActSpeed_Z,493.14663320158104,6917.911775492736,-36000.0,36000.0,66.62950388164457,5915.11077934925,426.5171293199365,0.07210636372339463,56,4.43,393,31.07,568.2292038043479,388.68392627599246,-179.54527752835543,1265
probe,Prog_CuttingTime,135337.2839147026,423.8616069658836,134647.066,136205.576,7705599.618208264,1538669.1926387213,-7570262.334293561,-4.920006438363164,1782,100.0,1782,100.0,135323.63841207075,135353.2562996346,29.61788756385795,1782
probe,Prog_CycleTime,57.019955532926,44.932679692049014,0.004,199.122,11250.81105344125,15157.153326374619,-11193.791097908324,-0.7385153964517986,0,0.0,0,0.0,32.373660411899316,71.54710817372539,39.173447761826075,5892
probe,M_PowerOnDuration,65.70063694267516,40.129164858065124,1.0,147.0,15496.263335837715,23423.865925097318,-15430.56269889504,-0.658753885811907,0,0.0,0,0.0,65.5632183908046,65.87142857142857,0.30821018062397343,157
probe,Prog_LineNo,238.59632653061223,170.0911253572071,-2.0,714.0,347.3669167441243,355.9260477443699,-108.77059021351207,-0.30559884813938026,0,0.0,0,0.0,179.89954925949775,340.2196209587514,160.32007169925367,2450
